"Top Level Organization","Opportunity Owner","Created By","Opportunity Name","Brand/Logo","Opportunity Record Type","Stage","? Estimated ACV","Expansion ACV Increase","?Opportunity Locations","Location Cohort","Created Date","Close Date","Age","Lead Source","Trade Show","Opportunity Notes","Loss Reason Notes","?Type of Contract","Count Balance","Count Base/Insights","Count Compass","Count Guard","Count Recover","Count Re-engage","Count TruROI","Count TruROI+","Count White Glove"
"Hill Seven LLC","Simon Salomon","Brad Dressler","Hill Seven LLC - McDonald's -","McDonald's","New Business","Demo","8316.00","","7","SMB","12/15/2025","3/31/2026","81.0000000000","SDR","","12/17/25: Met with Sarah Hill (Hill Seven LLC - McDonald's) to discuss Loop AI solutions for managing and recovering third-party delivery chargebacks (DoorDash, Uber Eats, etc.). Currently, Hill Seven manages disputes internally with limited visibility on win rates or total recovered amounts. Simon presented Loop?s platform abilities, including significantly higher recovery rates (75?95% vs. typical 15?25% manual), store/shift/item-level reporting for operational improvement, order accuracy tools, store uptime monitoring, AI-driven customer re-engagement, and optional bookkeeping/marketing add-ons. Key pricing: $200 onboarding per store, $99+/mo/location, 12-month contract. Sarah indicated interest but needs to review details with her team and compare internal results; follow-up call scheduled for next week. Sarah may also check references with current Loop customers/operators. No firm commitment yet; decision expected after internal assessment and possible peer conversations.","","Standard","0","0","0","0","0","0","0","0","0"
"Homak Enterprises","Alex Reyes","Tyrell Belle","Homak Enterprises - McDonald's - 11","McDonald's","New Business","Closed Lost","13068.00","","11","MM","1/9/2026","2/8/2026","30.0000000000","SDR","","1/13/26: Helen Ho (Homak Enterprises - McDonald's) and team met with Alex Reyes to discuss Loop AI's third-party delivery optimization solutions. Key pains identified: delivery is the least profitable channel due to margin loss from fraud, customer refunds, and missed/canceled orders. Homak currently handles refunds manually and in-house, with some success, but acknowledges automation might recover more.
Loop AI offers four main products: financial reconciliation (bookkeeping), refund/fraud recovery, downtime management, and marketing optimization. Pricing: $50/location per month for each of the first three products, $150/location per month for marketing. Bundling recovery and downtime (?Recover? + ?Guard?) is $99/location mo.
Homak uses in-house accounting and is not interested in bookkeeping or marketing solutions at this time but is interested in recovery of refunds/fraud and downtime management. Helen needs to review details with her supervisor/team and will consider contacting reference customers (Chris Rao, Aaliyah Corp, People First Foods). Noted that operators do not require McDonald's corporate approval to use Loop.
Next step: Alex to send a follow-up email with details; Helen to review with the internal team and possibly follow up for references. Positive alignment on refund/downtime products, accounting/marketing not a fit currently.","They couldnt understand the value - I think language was a barrier - ESL","Standard","0","0","0","0","0","0","0","0","0"
"Fair Mcdonald","Simon Salomon","Chandler Zombek","Fair Mcdonald - McDonald's -","McDonald's","New Business","No Show","0.00","","","Unknown","12/16/2025","1/15/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Friendly Franchisees Corporation","Devyn Schwartzberg","Nick Barbo","Friendly Franchisees Corporation","","New Business","Demo","17400.00","","29","MM","12/16/2025","1/15/2026","80.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Boardwalk Fries Burgers and Shakes","Simon Salomon","Josue Sanchez","Boardwalk Fries Burgers and Shakes - Boardwalk Fries Burgers and Shakes -","Boardwalk Fries Burgers and Shakes","New Business","No Show","1800.00","","3","SMB","12/16/2025","1/15/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Tikka Grill Restaurant","Matt Bullock","Vianny Gutierrez","Tikka Grill Restaurant","","New Business","No Show","1800.00","","3","SMB","12/16/2025","1/15/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Tikka Grill Restaurant","Sarra Herlich","Peter Milillo","Tikka Grill Restaurant -  3","","New Business","New - Meeting Set","1800.00","","3","SMB","2/27/2026","3/29/2026","7.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Jimmy John's - Nate King","Simon Salomon","Josue Sanchez","Jimmy John's - Nate King - Jimmy John's -","Jimmy John's","New Business","No Show","0.00","","","Unknown","12/16/2025","1/15/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Jimmy John's - Nate King","Simon Salomon","Josue Sanchez","Jimmy John's - Nate King - Crumbl -","Crumbl","New Business","No Show","0.00","","","Unknown","12/16/2025","1/15/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"WingsUP!","Alex Reyes","Danny Park","WingsUp!","WingsUP!","New Business","Closed Lost","45144.00","","38","MM","12/16/2025","1/28/2026","43.0000000000","SDR","","1/14/26: Initial intro call with Darren Czarnogorski (President, Wings Up Restaurants ? 38 mostly franchised locations). Wings Up relies heavily on third-party delivery platforms but is dissatisfied with channel profitability, delivery experience, and aggregator practices. Most franchisees use their own drivers for better customer service and lower commission; corporate encourages this approach.
Loop AI presented a demo covering financial reconciliation (core product), chargeback/refund management, downtime prevention, and marketing optimization?tools all positioned as potential value-add for Wings Up and its franchisees. Darren expressed concern about cost and franchisee adoption, emphasizing past resistance to mandated, paid solutions.
Key systems info: System-wide POS is ?Auphan,? accounting mostly via QuickBooks Online per franchisee; DeliverAct aggregator currently in use with little downtime issue.
Next steps: Darren open to complimentary data ingestion for value analysis but requires full franchisee data (not just the corporate store) for assessment. Will delegate follow-up to colleagues; price sensitivity highlighted (initial ballpark $30?$300/store/month range flagged as potentially prohibitive). Darren awaiting summary and further instructions via follow-up email.","Canada","Standard","0","0","0","0","0","0","0","0","0"
"EPIQ Franchising","Matt Bullock","Matt Bullock","EPIQ Franchising - Anthony's Pizza & Pasta - Expansion - 6","Anthony's Pizza & Pasta","Expansion","Closed Won","7200.00","","6","SMB","1/22/2026","2/2/2026","11.0000000000","Expansion","","","","Opt Out","0","1","0","0","1","0","1","0","0"
"EPIQ Franchising","Matt Bullock","Matt Bullock","EPIQ Franchising - TruROI+ Expansion - Anthony's Pizza & Pasta","Anthony's Pizza & Pasta","Expansion","Closed Won","10800.00","","9","SMB","2/2/2026","2/2/2026","0.0000000000","Expansion","","","","Opt Out","0","0","0","0","0","0","0","1","0"
"McDonald's- Ren Weichbrodt","Devyn Schwartzberg","Nick Barbo","McDonald's- Ren Weichbrodt - McDonald's -","McDonald's","New Business","Closed Won","6000.00","","2","SMB","12/17/2025","1/30/2026","44.0000000000","SDR","","","","Standard","0","0","0","1","1","0","0","0","0"
"David Santillanes - McDonald's","Devyn Schwartzberg","Nick Barbo","David Santillanes - McDonald's - McDonald's -","McDonald's","New Business","Demo","11400.00","","19","MM","12/17/2025","1/16/2026","79.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Carrot Express","Simon Salomon","Simon Salomon","Carrot Express - Carrot Express - 31","Carrot Express","New Business","No Show","0.00","","","Unknown","12/17/2025","1/16/2026","30.0000000000","Self Sourced","","","","Standard","0","0","0","0","0","0","0","0","0"
"Carrot Express","James Chavious","Danny Park","Carrot Express - Carrot Express -","Carrot Express","New Business","Demo","0.00","","","Unknown","1/27/2026","2/26/2026","38.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Michael Telich - McDonalds","Alex Reyes","Alex Reyes","Michael Telich - McDonalds - McDonald's -","McDonald's","New Business","No Show","8316.00","","7","SMB","12/17/2025","1/16/2026","30.0000000000","Self Sourced","","","","Standard","0","0","0","0","0","0","0","0","0"
"Flying Biscuit Five Points","Simon Salomon","Chandler Zombek","Flying Biscuit Five Points -  -","","New Business","No Show","0.00","","","Unknown","12/18/2025","1/17/2026","30.0000000000","SDR","","","","Standard","0","0","0","0","0","0","0","0","0"
"Uncommon Brands","Matt Bullock","Matt Bullock","Uncommon Brands - Fuego Tortilla Grill - 6","Fuego Tortilla Grill","New Business","Closed Lost","18000.00","","6","SMB","1/8/2026","3/31/2026","82.0000000000","SDR","","1/21/26: Call: Loop AI ROI review with Uncommon Brands (Fuego + Rice Box). Attendees: Adam Griffith (ops/decision-maker), Jack Franken (finance), Matt Bullock (owner).
Context:
- Data linked: Uber for both brands; DoorDash only for Fuego (DoorDash not linked for Rice Box yet).
- Loss/Recovery: ~$7k/qtr lost to chargebacks/downtime (~$290/store/mo). Loop estimates recovery of ~$200/store/mo chargebacks and ~$84?$100/store/mo from downtime reduction (41% reduction with Balanced setting). Loop can auto-reopen stores and send SMS alerts; can restrict GM early closures.
- Marketing: Low marketplace visibility (Fuego ~20th, Rice Box low teens). Current spend shows cannibalization; payouts decreased despite higher spend. Loop prescribes cohort/location-level campaigns. Projections: +$61k annual sales with same spend; +$87k with +10% spend (based on 12k-store benchmark, Texas context).
- Contract/Commercial: Standard 12-month term. Prospect requested performance guarantee or opt-out. Matt to consult VP on:
 - Guarantee structure (what metric, e.g., ROAS/payout lift) and precedent.
 - Opt-out trial window (a few months) contingent on timing.
- Next steps: Matt to send deck (immediately) and follow up EOD/tomorrow with guarantee/opt-out options.
- Org footprint: Fuego 6 open (7 by Feb), Rice Box 4 (5 later this year), potential 3rd brand in 2026.
- Risks/Objections: Finance skepticism on projections; desire for proof-of-value and contractual protection. Visibility improvement plan clarity requested.
Action Items:
- Send ROI deck (done/queued).
- Confirm VP-approved guarantee and opt-out terms.
- Recommend full data linkage (add DoorDash for Rice Box) to refine ROI and increase recovery estimates.
1/6/26: Initial discovery/demo call with Uncommon Brands regarding Loop?s third-party delivery profitability solution. Attendees: Jack Franken (Finance lead), Adam Griffith (Tech lead), and Matt Bullock (Owner, Loop Opportunity). Uncommon Brands is ramping up third-party delivery with DoorDash/UberEats and currently handles reconciliation and chargebacks internally, with outsourced accounting. High interest in automating chargeback disputes (?Recover?), operational reporting, store downtime monitoring (?Guard?), and advanced marketing analytics/optimization (?True ROI/True ROI Plus?), including co-funding functionality. Marketing performance and chargeback recovery are top priorities. Next step: Adam/Jack will add Loop as a user in 3rd-party delivery platforms so Loop can ingest historical data and present a customized ROI/recovery analysis during a follow-up meeting (scheduled for next week, Abby from Marketing to be looped in). Uncommon Brands has ~25% sales through 3rd party; uses Fuego and Rice Box concepts. Pricing explained. No integration with Favor (TX) but does cover Uber, DoorDash, Grubhub, and EasyCater (for reconciliation). Team is in exploration/test mode with marketing; sees Loop as a potential way to reduce manual effort and improve margins from delivery.","","Standard","0","1","0","1","1","0","0","1","0"
"Uncommon Brands","Matt Bullock","Matt Bullock","Uncommon Brands - The Rice Box - 4","The Rice Box","New Business","Closed Lost","12000.00","","4","SMB","1/8/2026","3/31/2026","82.0000000000","SDR","","1/21/26: Call: Loop AI ROI review with Uncommon Brands (Fuego + Rice Box). Attendees: Adam Griffith (ops/decision-maker), Jack Franken (finance), Matt Bullock (owner).
Context:
- Data linked: Uber for both brands; DoorDash only for Fuego (DoorDash not linked for Rice Box yet).
- Loss/Recovery: ~$7k/qtr lost to chargebacks/downtime (~$290/store/mo). Loop estimates recovery of ~$200/store/mo chargebacks and ~$84?$100/store/mo from downtime reduction (41% reduction with Balanced setting). Loop can auto-reopen stores and send SMS alerts; can restrict GM early closures.
- Marketing: Low marketplace visibility (Fuego ~20th, Rice Box low teens). Current spend shows cannibalization; payouts decreased despite higher spend. Loop prescribes cohort/location-level campaigns. Projections: +$61k annual sales with same spend; +$87k with +10% spend (based on 12k-store benchmark, Texas context).
- Contract/Commercial: Standard 12-month term. Prospect requested performance guarantee or opt-out. Matt to consult VP on:
 - Guarantee structure (what metric, e.g., ROAS/payout lift) and precedent.
 - Opt-out trial window (a few months) contingent on timing.
- Next steps: Matt to send deck (immediately) and follow up EOD/tomorrow with guarantee/opt-out options.
- Org footprint: Fuego 6 open (7 by Feb), Rice Box 4 (5 later this year), potential 3rd brand in 2026.
- Risks/Objections: Finance skepticism on projections; desire for proof-of-value and contractual protection. Visibility improvement plan clarity requested.
Action Items:
- Send ROI deck (done/queued).
- Confirm VP-approved guarantee and opt-out terms.
- Recommend full data linkage (add DoorDash for Rice Box) to refine ROI and increase recovery estimates.
1/6/26: Initial discovery/demo call with Uncommon Brands regarding Loop?s third-party delivery profitability solution. Attendees: Jack Franken (Finance lead), Adam Griffith (Tech lead), and Matt Bullock (Owner, Loop Opportunity). Uncommon Brands is ramping up third-party delivery with DoorDash/UberEats and currently handles reconciliation and chargebacks internally, with outsourced accounting. High interest in automating chargeback disputes (?Recover?), operational reporting, store downtime monitoring (?Guard?), and advanced marketing analytics/optimization (?True ROI/True ROI Plus?), including co-funding functionality. Marketing performance and chargeback recovery are top priorities. Next step: Adam/Jack will add Loop as a user in 3rd-party delivery platforms so Loop can ingest historical data and present a customized ROI/recovery analysis during a follow-up meeting (scheduled for next week, Abby from Marketing to be looped in). Uncommon Brands has ~25% sales through 3rd party; uses Fuego and Rice Box concepts. Pricing explained. No integration with Favor (TX) but does cover Uber, DoorDash, Grubhub, and EasyCater (for reconciliation). Team is in exploration/test mode with marketing; sees Loop as a potential way to reduce manual effort and improve margins from delivery.","","Standard","0","1","0","1","1","0","0","1","0"
